[[2024-03-07 20:17:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:17:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:18:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:19:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:19:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:19:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:19:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:19:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:20:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:21:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:22:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -77 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:22:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:22:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:22:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:22:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:23:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:24:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:25:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:25:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:25:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:25:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:25:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:26:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:27:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:28:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:29:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:29:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:29:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:29:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:29:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:30:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:31:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:31:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:31:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:31:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:31:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:32:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:33:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:34:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:34:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:34:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:34:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:34:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:35:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:36:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:37:10]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:37:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:37:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:37:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:37:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:38:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:39:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:40:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:40:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:40:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:40:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:40:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:41:55]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:16]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:42:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:43:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:43:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:43:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:43:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:43:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:44:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:44:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:44:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:44:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
