[[2024-03-07 20:44:43]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:44:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:04]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:25]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:45:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:46:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:46:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:46:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:46:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:46:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:47:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:35]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:48:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:27]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:38]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:49:59]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:50:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:50:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:50:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:50:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:50:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:51:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:52:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:52:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:52:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:52:41]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:52:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:23]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:53:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:54:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:54:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:54:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:54:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:54:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:55:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:56:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:56:18]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:56:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:56:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:56:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:21]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:57:52]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:34]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:45]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:58:56]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:59:06]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:59:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:59:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:59:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 20:59:49]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:00]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:00:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:01:07]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:01:17]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:01:28]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:01:39]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:01:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:02:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:03:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:03:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:03:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:03:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:03:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:02]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:13]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:24]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:46]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:04:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:05:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:05:20]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:05:31]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:05:42]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:05:53]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:03]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:14]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -77 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:37]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:48]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:06:58]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:07:09]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -73 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:07:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:07:30]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -68 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:07:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:07:51]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:12]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:32]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:08:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:05]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:15]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:26]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -76 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:36]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -75 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:47]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:09:57]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:10:08]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:10:19]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:10:29]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -71 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:10:40]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:10:50]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -70 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:01]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:11]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:22]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -72 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:33]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -69 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:44]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -74 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
[[2024-03-07 21:11:54]] Connected to Wi-Fi AP with MAC: 70:0F:6A:54:64:64   , Signal Strength: -67 dBm  , Bus053_MAC: b8:27:eb:c5:7b:a4
